Filename,Fuelbed_number,Fuelbed_name,Benchmark_ROS,Benchmark_FL,Benchmark_RI,Benchmark_RI_Shrub,Benchmark_RI_Herb,Benchmark_RI_Wood,Benchmark_RI_LLM,Crosswalk13,ROS%13,FL%13,Crosswalk40,ROS%40,FL%40,Custom_ROS,Custom_FL,Custom_RI,Custom_RI_Shrub,Custom_RI_Herb,Custom_RI_Wood,Custom_RI_LLM,Custom_Crosswalk13,Custom_ROS%13,Custom_FL%13,Custom_Crosswalk40,Custom_ROS%40,Custom_FL%40,FCC_Code,Surface_fire_potential,Reaction_potential,Spread_potential,Flamelength_potential,Crown_fire_potential,Crown_initiation_potential,Crown-crown_trans_potential,Crownfire_spread_potential,Available_fuel_potential,Flame_available_potential,Smolder_available_potential,Residual_smolder_potential,Depth_shrub,Depth_herb,Depth_woody,Depth_LLM,Depth_surface_fuels,PercentCover_shrub,PercentCover_herb,PercentCover_woody,PercentCover_LLM,Tree_over_crown_load,Tree_mid_crown_load,Tree_under_crown_load,Tree_aboveground_load,Snag_class1_foliage_load,Snag_class1_wood_load,Snag_class1_other_load,Snag_class2_load,Snag_class3_load,Ladderfuels_load,Shrub_primary_load,Shrub_primary_crown_load,Shrub_secondary_load,Shrub_secondary_crown_load,Shrub_needleDrape_load,Herb_primary_load,Herb_secondary_load,Woody_sound_1hr_load,Woody_sound_10hr_load,Woody_sound_100hr_load,Woody_sound_1000hr_load,Woody_sound_10khr_load,Woody_sound_GT10k_load,Woody_rotten_1000hr_load,Woody_rotten_10k_load,Woody_rotten_GT10k_load,Woody_pile_load,Woody_stumps_sound_load,Woody_stumps_rotten_load,Woody_stumps_lightered_load,LLM_litter_load,LLM_lichen_load,LLM_moss_load,Ground_upperduff_load,Ground_lowerduff_load,Ground_basalaccum_load,Ground_squirrelmid_load,Total_aboveground_biomass,Total_carbon_load,Version
fuelbed_11125.xml,11125,"Wet flatland 61-100 yr old longleaf pine forest, 4-8 yr mFRI",6.0138,3.8205,4862.2124,1544.2300,2200.5264,345.5216,771.9344,9.0000,88.1790,152.8214,189.0000,87.1567,88.8496,6.0138,3.8205,4862.2124,1544.2300,2200.5264,345.5216,771.9344,9.0000,88.1790,152.8214,189.0000,87.1567,88.8496,532.0000,4.9046,5.5784,4.9046,3.9092,2.8667,1.9206,5.8419,2.8206,1.7871,1.3348,0.1144,0.3379,4.0000,1.0000,0.2083,0.0917,0.8306,30.0000,35.0000,10.0000,95.0000,3.3960,,0.5173,83.2967,,,,,,,3.0000,1.7250,,,0.0000,0.5000,,0.3500,0.3500,0.4200,1.5000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,1.2500,,,0.5000,,,,94.1667,43.7858,3.0.257
fuelbed_11126.xml,11126,"Wet flatland >100 yr old longleaf pine forest, 4-8 yr mFRI",5.4793,3.6475,4558.7871,1603.0721,1782.5551,401.2257,771.9344,9.0000,80.3418,145.9015,189.0000,79.4103,84.8265,5.4793,3.6475,4558.7871,1603.0721,1782.5551,401.2257,771.9344,9.0000,80.3418,145.9015,189.0000,79.4103,84.8265,532.0000,4.6816,5.4015,4.6816,3.8197,2.7988,1.8823,5.8419,2.7004,1.8988,1.4071,0.1251,0.3666,4.0000,1.0000,0.2083,0.1083,1.2782,45.0000,35.0000,10.0000,95.0000,3.3960,,0.5173,83.2967,,,,,,,3.5000,2.0125,,,0.0000,0.4000,,0.4000,0.3500,0.4200,2.0000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,1.5000,,,0.5000,,,,95.3667,44.0046,3.0.257
fuelbed_11131.xml,11131,"Wet flatland 0-10 yr old longleaf pine forest, 9-20 yr mFRI",5.0535,3.4335,4801.9946,2251.6421,2255.6580,55.5993,239.0955,9.0000,74.0979,137.3408,189.0000,73.2388,79.8493,5.0535,3.4335,4801.9946,2251.6421,2255.6580,55.5993,239.0955,9.0000,74.0979,137.3408,189.0000,73.2388,79.8493,401.0000,4.4960,5.5437,4.4960,3.7060,0.0000,0.0000,0.0000,0.0000,0.5645,0.5366,0.0101,0.0178,4.0000,1.0000,0.0500,0.0333,0.6916,20.0000,45.0000,15.0000,20.0000,,,,,,,,,,,4.0000,2.3000,,,0.0000,0.6000,,0.1000,0.1100,0.2000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,1.0000,,,,,,,6.3100,1.9500,3.0.257
fuelbed_11132.xml,11132,"Wet flatland 11-20 yr old longleaf pine forest, 9-20 yr mFRI",6.7476,4.6056,6357.0791,3279.0552,2516.9946,175.9541,385.0750,10.0000,90.2089,97.9914,162.0000,74.1497,148.5676,6.7476,4.6056,6357.0791,3279.0552,2516.9946,175.9541,385.0750,10.0000,90.2089,97.9914,162.0000,74.1497,148.5676,541.0000,5.1952,6.3785,5.1952,4.2921,4.0837,4.4619,5.8419,3.1188,1.3117,1.1698,0.0301,0.1117,6.0000,1.0000,0.0917,0.0417,2.0029,40.0000,35.0000,15.0000,40.0000,1.7982,,,0.6141,,,,,,,7.0000,4.0250,,,0.0000,0.6000,,0.2000,0.2200,0.4000,0.8000,0.3800,0.3800,0.0000,0.0000,0.0000,,,,,1.7500,,,,,,,12.3441,3.4945,3.0.257
fuelbed_11133.xml,11133,"Wet flatland 21-40 yr old longleaf pine forest, 9-20 yr mFRI",6.5750,4.9077,6812.7163,3283.1890,2324.4851,593.1643,611.8783,10.0000,87.9008,104.4185,165.0000,90.0682,74.3586,6.5750,4.9077,6812.7163,3283.1890,2324.4851,593.1643,611.8783,10.0000,87.9008,104.4185,165.0000,90.0682,74.3586,542.0000,5.1283,6.6031,5.1283,4.4307,4.1565,3.0262,8.1225,3.9641,2.1753,1.8981,0.0909,0.1862,6.0000,1.0000,0.1917,0.0667,3.3741,70.0000,25.0000,15.0000,60.0000,4.7202,,1.0863,15.7391,,,,,,,8.0000,4.6000,,,0.0000,0.5000,,0.5000,0.4500,0.4500,1.0000,0.7500,0.7500,0.0000,0.0000,0.0000,,,,,2.0000,,,0.5000,,,,30.6391,11.8196,3.0.257
fuelbed_11134.xml,11134,"Wet flatland 41-60 yr old longleaf pine forest, 9-20 yr mFRI",8.1244,5.5585,7034.1494,3355.3782,2325.2493,741.6436,611.8783,10.0000,108.6152,118.2667,165.0000,111.2934,84.2203,8.1244,5.5585,7034.1494,3355.3782,2325.2493,741.6436,611.8783,10.0000,108.6152,118.2667,165.0000,111.2934,84.2203,643.0000,5.7007,6.7096,5.7007,4.7153,4.2739,2.6634,8.1225,4.6009,2.8936,2.4371,0.1136,0.3429,6.0000,1.0000,0.3750,0.0833,3.2758,70.0000,15.0000,15.0000,95.0000,7.8669,,1.0345,56.8523,,,,,,,8.0000,4.6000,,,0.0000,0.5000,,0.5500,0.8900,0.5000,1.5000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,2.2500,,,0.5000,,,,74.5423,32.5012,3.0.257
fuelbed_11135.xml,11135,"Wet flatland 61-100 yr old longleaf pine forest, 9-20 yr mFRI",7.5013,5.2179,6459.7251,3318.2043,1830.7430,698.8993,611.8783,10.0000,100.2849,111.0196,165.0000,102.7577,79.0594,7.5013,5.2179,6459.7251,3318.2043,1830.7430,698.8993,611.8783,10.0000,100.2849,111.0196,165.0000,102.7577,79.0594,543.0000,5.4777,6.4298,5.4777,4.5686,4.1958,2.2170,8.1225,4.8651,3.4100,2.9127,0.1248,0.3725,6.0000,1.0000,0.3750,0.1083,3.3225,70.0000,10.0000,15.0000,95.0000,11.0137,,1.0345,115.7320,,,,,,,8.0000,4.6000,,,0.0000,0.4000,,0.5500,0.8900,0.5500,2.0000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,2.5000,,,0.5000,,,,134.1220,62.0160,3.0.257
fuelbed_11136.xml,11136,"Wet flatland >100 yr old longleaf pine forest, 9-20 yr mFRI",7.4175,5.1302,6025.5181,3300.0232,1371.5059,742.1106,611.8783,10.0000,99.1642,109.1535,165.0000,101.6093,77.7305,7.4175,5.1302,6025.5181,3300.0232,1371.5059,742.1106,611.8783,10.0000,99.1642,109.1535,165.0000,101.6093,77.7305,544.0000,5.4470,6.2099,5.4470,4.5300,4.2129,2.2007,8.1225,4.9213,3.5100,2.9719,0.1360,0.4021,6.0000,1.0000,0.3750,0.1250,3.3464,70.0000,10.0000,15.0000,95.0000,11.0137,,1.0345,115.7320,,,,,,,8.0000,4.6000,,,0.0000,0.3000,,0.6000,0.8900,0.6000,2.5000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,3.0000,,,0.5000,,,,135.1220,62.2160,3.0.257
fuelbed_13141.xml,13141,"Wet flatland 0-10 yr old broadleaf forest, >20 yr mFRI",5.4146,3.7712,4407.1719,2034.2360,1893.4481,430.4171,49.0706,9.0000,79.3934,150.8465,189.0000,78.4729,87.7015,5.4146,3.7712,4407.1719,2034.2360,1893.4481,430.4171,49.0706,9.0000,79.3934,150.8465,189.0000,78.4729,87.7015,501.0000,4.6539,5.3109,4.6539,3.8839,0.0000,0.0000,0.0000,0.0000,0.7295,0.5234,0.1779,0.0282,3.0000,1.0000,0.1250,0.0083,1.3883,65.0000,25.0000,20.0000,20.0000,,,,,,,,,,,4.5000,2.2725,,,0.0000,0.5000,,0.3000,0.7000,0.3500,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0500,,,1.6000,,,,8.5000,2.6913,3.0.257
fuelbed_13142.xml,13142,"Wet flatland 11-20 yr old broadleaf forest, >20 yr mFRI",5.6010,4.2810,5266.8608,2553.3962,1941.1852,703.5806,68.6988,10.0000,74.8801,91.0856,162.0000,61.5498,138.0975,5.6010,4.2810,5266.8608,2553.3962,1941.1852,703.5806,68.6988,10.0000,74.8801,91.0856,162.0000,61.5498,138.0975,531.0000,4.7333,5.8059,4.7333,4.1381,2.7867,2.2746,8.8547,1.2757,1.2242,0.8359,0.1988,0.1895,4.0000,1.0000,0.1667,0.0083,2.1419,75.0000,21.0000,20.0000,30.0000,15.8693,,,213.6938,,,,,,,6.0000,3.0300,,,0.0000,0.5000,,0.5000,0.9000,0.4000,0.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,0.0700,,,1.6000,,,,226.1738,109.9269,3.0.257
fuelbed_13143.xml,13143,"Wet flatland 21-40 yr old broadleaf forest, >20 yr mFRI",6.8943,5.1489,6227.0801,3248.9851,1913.8820,867.9306,196.2823,10.0000,92.1699,109.5520,165.0000,94.4425,78.0143,6.8943,5.1489,6227.0801,3248.9851,1913.8820,867.9306,196.2823,10.0000,92.1699,109.5520,165.0000,94.4425,78.0143,531.0000,5.2514,6.3129,5.2514,4.5383,2.9136,2.4793,8.8547,1.3670,1.4436,1.0349,0.2052,0.2036,5.0000,1.0000,0.2500,0.0167,3.1211,85.0000,18.0000,20.0000,40.0000,15.8693,,,213.6938,,,,,,,8.0000,4.0400,,,0.0000,0.5000,,0.7000,1.0000,0.4500,1.0000,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,0.2000,,,1.6000,,,,228.9038,110.4969,3.0.257
fuelbed_13144.xml,13144,"Wet flatland 41-60 yr old broadleaf forest, >20 yr mFRI",6.4578,5.0092,6240.5010,3499.5571,1452.5432,797.6947,490.7056,10.0000,86.3345,106.5788,165.0000,88.4632,75.8970,6.4578,5.0092,6240.5010,3499.5571,1452.5432,797.6947,490.7056,10.0000,86.3345,106.5788,165.0000,88.4632,75.8970,532.0000,5.0824,6.3197,5.0824,4.4762,2.9114,2.4499,8.8547,1.3915,1.5254,1.0364,0.2290,0.2600,5.0000,1.0000,0.2500,0.0583,1.5944,45.0000,12.0000,20.0000,60.0000,15.8693,,,213.6938,,,,,,,7.0000,3.5350,,,0.0000,0.4000,,0.7500,1.2000,0.5500,2.0000,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,0.5000,,,1.6000,,,,229.4538,110.3444,3.0.257
fuelbed_13145.xml,13145,"Wet flatland 60-100 yr old broadleaf forest, >20 yr mFRI",5.7780,4.4691,5320.4473,3008.2742,1058.5793,760.8645,492.7294,10.0000,77.2457,95.0873,162.0000,63.4943,144.1647,5.7780,4.4691,5320.4473,3008.2742,1058.5793,760.8645,492.7294,10.0000,77.2457,95.0873,162.0000,63.4943,144.1647,531.0000,4.8075,5.8353,4.8075,4.2281,2.8504,2.3313,8.8547,1.3676,1.4700,0.9399,0.2419,0.2882,5.0000,1.0000,0.2500,0.0833,0.6521,20.0000,10.0000,20.0000,95.0000,15.8693,,,213.6938,,,,,,,5.0000,2.5250,,,0.0000,0.3000,,0.7500,1.4100,0.6500,2.5000,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,0.7000,,,1.6000,,,,228.3638,109.8894,3.0.257
fuelbed_13146.xml,13146,"Wet flatland >100 yr old broadleaf forest, >20 yr mFRI",5.1941,3.4080,3178.5757,1297.1494,681.7398,706.9570,492.7294,9.0000,76.1597,136.3203,189.0000,75.2767,79.2560,5.1941,3.4080,3178.5757,1297.1494,681.7398,706.9570,492.7294,9.0000,76.1597,136.3203,189.0000,75.2767,79.2560,531.0000,4.5581,4.5103,4.5581,3.6922,2.6576,2.0721,8.8547,1.1771,1.3103,0.7391,0.2548,0.3164,5.0000,1.0000,0.2500,0.1000,0.2367,10.0000,7.0000,20.0000,95.0000,15.8693,,,213.6938,,,,,,,2.0000,1.0100,,,0.0000,0.2000,,0.8000,1.4100,0.7500,3.0000,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,0.7500,,,1.6000,,,,225.9638,109.1069,3.0.257
fuelbed_15131.xml,15131,"Wet flatland 0-10 yr old tall evergreen shrubland, 9-20 yr mFRI",6.7464,4.1404,3888.1826,3409.6448,0.0000,46.9157,431.6220,10.0000,90.1925,88.0936,162.0000,74.1363,133.5613,6.7464,4.1404,3888.1826,3409.6448,0.0000,46.9157,431.6220,10.0000,90.1925,88.0936,162.0000,74.1363,133.5613,502.0000,5.1948,4.9884,5.1948,4.0696,0.4482,0.0000,0.0000,1.0458,1.6764,1.2669,0.1963,0.2132,6.0000,,0.2500,0.0833,1.5279,70.0000,,20.0000,20.0000,0.0990,,,0.2649,,,,,,,4.0000,2.4800,,,0.0000,,,3.9600,1.4100,1.3700,1.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,1.8000,,,1.0000,,,,17.3149,3.0724,3.0.257
fuelbed_15132.xml,15132,"Wet flatland 11-20 yr old tall evergreen shrubland, 9-20 yr mFRI",12.2105,6.2257,5157.4634,4678.9258,0.0000,46.9157,431.6220,12.0000,104.7213,85.2840,202.0000,107.1097,117.4667,12.2105,6.2257,5157.4634,4678.9258,0.0000,46.9157,431.6220,12.0000,104.7213,85.2840,202.0000,107.1097,117.4667,742.0000,6.9887,5.7452,6.9887,4.9903,4.3805,8.7073,0.0000,1.5131,1.8922,1.4827,0.1963,0.2132,7.0000,,0.2500,0.1083,2.4079,75.0000,,20.0000,40.0000,0.2330,,,0.0386,,,,,,,6.0000,3.7200,,,0.0000,,,3.9600,1.4100,1.3700,1.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,2.0000,,,1.0000,,,,19.2886,3.6793,3.0.257
fuelbed_15133.xml,15133,"Wet flatland 21-40 yr old tall evergreen shrubland, 9-20 yr mFRI",16.4497,9.5795,9620.5557,9142.0176,0.0000,46.9157,431.6220,13.0000,115.9247,100.8373,203.0000,80.2425,121.2600,16.4497,9.5795,9620.5557,9142.0176,0.0000,46.9157,431.6220,13.0000,115.9247,100.8373,203.0000,80.2425,121.2600,813.0000,8.1116,7.8468,8.1116,6.1902,0.9043,0.0000,0.0000,2.1100,2.5094,2.0999,0.1963,0.2132,8.0000,,0.2500,0.1500,3.7626,75.0000,,20.0000,60.0000,0.4661,,,0.0827,,,,,,,12.0000,7.4400,,,0.0000,,,3.9600,1.4100,1.3700,1.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,2.5000,,,1.0000,,,,25.8327,5.8113,3.0.257
fuelbed_15134.xml,15134,"Wet flatland 41-60 yr old tall evergreen shrubland, 9-20 yr mFRI",17.9214,12.8777,16676.2441,16197.7061,0.0000,46.9157,431.6220,13.0000,126.2957,135.5548,203.0000,87.4213,163.0089,17.9214,12.8777,16676.2441,16197.7061,0.0000,46.9157,431.6220,13.0000,126.2957,135.5548,203.0000,87.4213,163.0089,853.0000,8.4667,9.0000,8.4667,7.1771,5.0478,9.0000,0.0000,2.7775,3.3619,2.9525,0.1963,0.2132,8.0000,,0.2500,0.1667,4.4199,75.0000,,20.0000,95.0000,1.1651,,,0.5147,,,,,,,20.0000,12.4000,,,0.0000,,,3.9600,1.4100,1.3700,1.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,3.0000,,,1.0000,,,,34.7647,8.7574,3.0.257
fuelbed_15135.xml,15135,"Wet flatland 61-100 yr old tall evergreen shrubland, 9-20 yr mFRI",18.0788,12.5121,15539.1660,15060.6279,0.0000,46.9157,431.6220,13.0000,127.4050,131.7061,203.0000,88.1891,158.3807,18.0788,12.5121,15539.1660,15060.6279,0.0000,46.9157,431.6220,13.0000,127.4050,131.7061,203.0000,88.1891,158.3807,943.0000,8.5038,9.0000,8.5038,7.0745,4.3089,7.2777,0.0000,2.7758,3.3619,2.9525,0.1963,0.2132,10.0000,,0.2500,0.1667,5.5215,75.0000,,20.0000,95.0000,1.1651,,,1.1447,,,,,,,20.0000,12.4000,,,0.0000,,,3.9600,1.4100,1.3700,1.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,3.5000,,,1.0000,,,,35.8947,9.3223,3.0.257
